Date,CRSPTMT,VTSMX,DWCF,SWTSX,STOXX50E,FEZ,^FTSE,VE.TO
9/16/2016,154.1146803,257.1115891,"1,079.78",576.3887592,"1,582.85","2,482.25","1,903.01",915.2316645
9/15/2016,154.2751613,257.3839745,"1,080.93",577.0014279,"1,584.28","2,484.53","1,904.81",916.0997056
9/14/2016,154.4190657,257.6172683,"1,081.94",577.5273362,"1,586.44","2,487.85","1,907.36",917.3311717
9/13/2016,154.5771511,257.8831167,"1,083.07",578.1467745,"1,589.23","2,492.25","1,910.77",919.0059931
9/12/2016,154.7005001,258.0886673,"1,083.94",578.592195,"1,591.63","2,496.01","1,913.66",920.3727482
9/11/2016,154.7940262,258.2414913,"1,084.60",578.944371,"1,593.45","2,498.83","1,915.84",921.4383124
9/10/2016,154.8116253,258.2825111,"1,084.68",579.0354197,"1,589.28","2,492.41","1,910.83",919.0282349
9/9/2016,155.227845,258.9852435,"1,087.60",580.5959706,"1,589.90","2,493.47","1,911.66",919.4014629
9/8/2016,155.2449677,259.0139362,"1,087.75",580.6676995,"1,592.19","2,497.06","1,914.46",920.7611183
9/7/2016,155.4855493,259.4200525,"1,089.45",581.5888565,"1,594.39","2,500.54","1,917.17",922.0785635
9/6/2016,155.430471,259.3312855,"1,089.07",581.3997871,"1,591.89","2,496.67","1,914.20",920.6695263
9/5/2016,155.130938,258.8313476,"1,087.01",580.2775194,"1,591.46","2,495.99","1,913.74",920.4444025
9/4/2016,155.1532323,258.8750681,"1,087.15",580.3776524,"1,593.87","2,499.82","1,916.66",921.853037
9/3/2016,155.3480624,259.2071955,"1,088.54",581.1220737,"1,594.12","2,500.29","1,917.05",922.0409179
9/2/2016,155.4949124,259.4633508,"1,089.60",581.7003117,"1,594.56","2,501.08","1,917.72",922.3681232
9/1/2016,155.5911915,259.6323095,"1,090.29",582.0686539,"1,594.77","2,501.50","1,918.06",922.5161504
8/31/2016,155.3669349,259.2629415,"1,088.72",581.2324812,"1,595.82","2,503.18","1,919.36",923.1264664
8/30/2016,155.2611633,259.0926633,"1,088.02",580.8626904,"1,598.45","2,507.38","1,922.64",924.7246373
8/29/2016,155.3559942,259.2526757,"1,088.71",581.2349017,"1,598.74","2,507.84","1,923.04",924.937453
8/28/2016,155.6877485,259.8080287,"1,091.07",582.4737134,"1,598.02","2,506.73","1,922.27",924.5561021
8/27/2016,155.7964398,260.0039896,"1,091.87",582.9072577,"1,596.56","2,504.59","1,920.69",923.7870982
8/26/2016,155.951894,260.260524,"1,092.94",583.4878146,"1,599.75","2,509.55","1,924.45",925.6055405
8/25/2016,155.9756248,260.3017716,"1,093.12",583.5987768,"1,598.97","2,508.35","1,923.55",925.2038405
8/24/2016,155.6848014,259.824779,"1,091.10",582.529021,"1,600.08","2,510.17","1,924.98",925.8894707
8/23/2016,155.859348,260.1184682,"1,092.34",583.2041989,"1,603.17","2,515.04","1,928.75",927.7294281
8/22/2016,156.098668,260.5313069,"1,094.04",584.1597898,"1,604.06","2,516.56","1,929.96",928.3583667
8/21/2016,156.4220038,261.0803025,"1,096.30",585.4093501,"1,606.18","2,519.99","1,932.59",929.6509319
8/20/2016,156.4198371,261.0878374,"1,096.28",585.4201114,"1,610.18","2,526.37","1,937.46",931.9863074
8/19/2016,156.503435,261.2269316,"1,096.88",585.7775638,"1,614.90","2,533.77","1,943.17",934.8053687
8/18/2016,156.6064564,261.4004429,"1,097.62",586.1735494,"1,617.81","2,538.36","1,946.70",936.5158472
8/17/2016,156.5431371,261.2947764,"1,097.21",585.9545696,"1,612.41","2,529.88","1,940.27",933.4496008
8/16/2016,156.7760743,261.6810889,"1,098.82",586.8266923,"1,614.13","2,532.56","1,942.28",934.4272748
8/15/2016,156.9870956,262.037235,"1,100.32",587.637555,"1,613.05","2,530.89","1,941.04",933.8479392
8/14/2016,156.9405541,261.9631149,"1,100.02",587.4595974,"1,613.09","2,531.00","1,941.18",933.8982543
8/13/2016,156.7678637,261.6759403,"1,098.84",586.8187962,"1,612.25","2,529.68","1,940.21",933.435109
8/12/2016,156.6222484,261.437588,"1,097.85",586.2756064,"1,612.37","2,529.92","1,940.45",933.5367123
8/11/2016,156.7511294,261.6580649,"1,098.77",586.7724533,"1,613.50","2,531.75","1,941.88",934.2314114
8/10/2016,156.6598712,261.5121001,"1,098.12",586.4508793,"1,617.39","2,537.92","1,946.60",936.5079137
8/9/2016,156.7574631,261.6717183,"1,098.85",586.8108696,"1,618.52","2,539.65","1,948.00",937.1861691
8/8/2016,156.7021098,261.5804315,"1,098.50",586.6123537,"1,617.82","2,538.57","1,947.24",936.8321878
8/7/2016,156.7066354,261.5928454,"1,098.53",586.6374087,"1,615.28","2,534.63","1,944.21",935.3694918
8/6/2016,156.8940668,261.8957186,"1,099.84",587.3142641,"1,617.65","2,538.25","1,947.00",936.7052496
8/5/2016,157.0569902,262.1711204,"1,101.03",587.9444535,"1,615.65","2,535.15","1,944.69",935.6144907
8/4/2016,157.0813936,262.2208676,"1,101.20",588.0659887,"1,615.38","2,534.81","1,944.44",935.5108033
8/3/2016,157.1166771,262.2850298,"1,101.46",588.2211782,"1,616.77","2,537.04","1,946.16",936.3576428
8/2/2016,157.0962557,262.2482273,"1,101.31",588.159154,"1,618.23","2,539.31","1,947.89",937.2203263
8/1/2016,157.0149273,262.1214736,"1,100.79",587.896064,"1,619.40","2,541.22","1,949.45",938.0067278
7/31/2016,157.1704108,262.3816679,"1,101.88",588.5089792,"1,615.82","2,535.62","1,945.16",935.9879831
7/30/2016,157.2452141,262.5097283,"1,102.42",588.8139921,"1,616.54","2,536.77","1,946.06",936.451049
7/29/2016,157.4867612,262.9096285,"1,104.13",589.7183756,"1,614.45","2,533.46","1,943.56",935.2571248
7/28/2016,157.6270702,263.1444743,"1,105.14",590.2532874,"1,616.28","2,536.34","1,945.80",936.351828
7/27/2016,157.9042122,263.596231,"1,107.11",591.2568275,"1,618.45","2,539.64","1,948.39",937.5823113
7/26/2016,157.8268612,263.4696701,"1,106.59",590.982114,"1,619.97","2,542.04","1,950.27",938.4981218
7/25/2016,157.7725944,263.3732252,"1,106.22",590.7643456,"1,620.29","2,542.50","1,950.64",938.6746008
7/24/2016,157.8986779,263.5871566,"1,107.11",591.2647988,"1,619.69","2,541.60","1,949.95",938.3776318
7/23/2016,157.9726767,263.7161981,"1,107.68",591.5757558,"1,618.00","2,538.98","1,948.04",937.4929352
7/22/2016,158.2216509,264.1398799,"1,109.48",592.5484929,"1,619.42","2,541.29","1,949.92",938.4301746
7/21/2016,158.3206727,264.3019307,"1,110.16",592.9278066,"1,617.68","2,538.53","1,947.78",937.4239912
7/20/2016,158.345528,264.3395131,"1,110.36",593.0378948,"1,615.67","2,535.34","1,945.37",936.3060293
7/19/2016,158.42325,264.4792284,"1,110.94",593.3783139,"1,617.31","2,538.01","1,947.47",937.3593078
7/18/2016,158.6317017,264.8317907,"1,112.41",594.1906548,"1,614.59","2,533.78","1,944.24",935.8376809
7/17/2016,158.6679091,264.896894,"1,112.69",594.3444553,"1,611.78","2,529.42","1,940.95",934.2675001
7/16/2016,158.6454186,264.8737992,"1,112.53",594.2924411,"1,613.67","2,532.52","1,943.32",935.4109331
7/15/2016,158.5657931,264.7444004,"1,112.00",594.0209467,"1,615.35","2,535.20","1,945.42",936.4507195
7/14/2016,158.601311,264.8093472,"1,112.28",594.1831231,"1,618.40","2,540.03","1,949.18",938.285287
7/13/2016,158.585102,264.7924905,"1,112.17",594.1484121,"1,620.09","2,542.78","1,951.30",939.3082351
7/12/2016,158.6880643,264.956702,"1,112.90",594.4939259,"1,617.91","2,539.30","1,948.64",937.9942605
7/11/2016,158.7189092,265.0090388,"1,113.14",594.6164815,"1,620.79","2,543.82","1,952.16",939.6950443
7/10/2016,158.8592541,265.2499309,"1,114.16",595.1659393,"1,621.39","2,544.82","1,952.98",940.106334
7/9/2016,158.8720977,265.2687034,"1,114.28",595.1947909,"1,618.56","2,540.35","1,949.60",938.4593317
7/8/2016,159.1608036,265.7567601,"1,116.32",596.30454,"1,617.74","2,539.13","1,948.70",938.0487392
7/7/2016,159.2367818,265.8924752,"1,116.87",596.6111536,"1,620.78","2,543.98","1,952.45",939.8546144
7/6/2016,159.3222593,266.040302,"1,117.52",596.9568467,"1,619.26","2,541.64","1,950.74",939.0564058
7/5/2016,159.2852631,265.9888834,"1,117.28",596.8529794,"1,620.94","2,544.38","1,952.87",940.0976673
7/4/2016,159.3185343,266.0623273,"1,117.51",597.0305624,"1,619.16","2,541.76","1,950.87",939.154111
7/3/2016,159.4405592,266.2791122,"1,118.39",597.5496249,"1,623.25","2,548.31","1,955.93",941.6444471
7/2/2016,159.4834586,266.3447484,"1,118.69",597.7012607,"1,624.06","2,549.52","1,956.85",942.0931638
7/1/2016,159.5531357,266.4547976,"1,119.18",597.9617179,"1,626.66","2,553.54","1,959.95",943.6039878
6/30/2016,159.5019428,266.3788915,"1,118.82",597.7819371,"1,629.63","2,558.29","1,963.58",945.3399961
6/29/2016,159.7116531,266.7344321,"1,120.27",598.5985561,"1,627.07","2,554.32","1,960.50",943.8829123
6/28/2016,159.9271829,267.1039412,"1,121.79",599.4483195,"1,626.11","2,552.92","1,959.45",943.4096758
6/27/2016,160.3114577,267.7573547,"1,124.51",600.9195511,"1,625.07","2,551.39","1,958.32",942.8731956
6/26/2016,160.3698515,267.8659847,"1,124.95",601.167759,"1,624.56","2,550.69","1,957.83",942.6484005
6/25/2016,160.4693304,268.0367664,"1,125.62",601.5739768,"1,631.00","2,560.85","1,965.58",946.4156897
6/24/2016,160.8896361,268.7458552,"1,128.61",603.1944383,"1,632.17","2,562.75","1,967.11",947.1950015
6/23/2016,160.847256,268.6740842,"1,128.32",603.0506897,"1,631.80","2,562.16","1,966.67",947.0119514
6/22/2016,160.8616249,268.7133799,"1,128.45",603.1378304,"1,630.31","2,559.97","1,965.05",946.2293146
6/21/2016,160.7348753,268.5105838,"1,127.56",602.68804,"1,630.34","2,560.10","1,965.14",946.2796632
6/20/2016,160.560717,268.2152131,"1,126.38",602.0285865,"1,632.96","2,564.17","1,968.34",947.8259232
6/19/2016,160.7134341,268.479171,"1,127.44",602.6221458,"1,633.81","2,565.59","1,969.41",948.3432821
6/18/2016,160.6358037,268.3537001,"1,126.95",602.3499307,"1,633.27","2,564.78","1,968.88",948.1068901
6/17/2016,160.3885818,267.9384938,"1,125.24",601.4415216,"1,634.14","2,566.13","1,969.95",948.6576262
6/16/2016,160.5949069,268.2774931,"1,126.73",602.2266147,"1,640.26","2,575.68","1,977.36",952.2647549
6/15/2016,160.3826593,267.9234245,"1,125.24",601.458212,"1,638.08","2,572.27","1,974.75",951.0474102
6/14/2016,160.4262022,267.9989665,"1,125.56",601.6393107,"1,639.20","2,574.05","1,976.13",951.73136
6/13/2016,160.252067,267.7162101,"1,124.40",601.0295085,"1,639.46","2,574.55","1,976.62",952.0063295
6/12/2016,160.4063053,267.9670391,"1,125.49",601.5871773,"1,639.26","2,574.16","1,976.34",951.8616352
6/11/2016,160.3709811,267.9216969,"1,125.27",601.5054772,"1,638.08","2,572.43","1,975.07",951.2844424
6/10/2016,160.4712626,268.0912337,"1,125.98",601.911273,"1,638.82","2,573.62","1,975.98",951.7604714
6/9/2016,160.3794656,267.9531449,"1,125.36",601.6079522,"1,639.78","2,575.27","1,977.30",952.4075993
6/8/2016,160.3725248,267.9436236,"1,125.30",601.6005673,"1,639.55","2,574.94","1,977.03",952.2976689
6/7/2016,160.4684252,268.1012745,"1,126.01",601.9332095,"1,640.09","2,575.76","1,977.72",952.5991503
6/6/2016,160.480838,268.1202893,"1,126.12",601.9768408,"1,640.26","2,576.00","1,977.94",952.7069503
6/5/2016,160.5694587,268.2779587,"1,126.77",602.310343,"1,639.22","2,574.47","1,976.81",952.1294451
6/4/2016,160.9149436,268.8523251,"1,129.22",603.6217975,"1,638.69","2,573.60","1,976.20",951.8714288
6/3/2016,161.0362054,269.0577346,"1,130.10",604.1086844,"1,639.14","2,574.34","1,976.82",952.2090859
6/2/2016,161.2692858,269.448919,"1,131.76",604.993415,"1,639.26","2,574.55","1,977.02",952.3179646
6/1/2016,161.2213903,269.3754695,"1,131.47",604.8459255,"1,638.90","2,574.04","1,976.71",952.1947791
5/31/2016,161.4717739,269.7962782,"1,133.26",605.7933792,"1,646.14","2,585.43","1,985.51",956.4358653
5/30/2016,161.6074964,270.0290744,"1,134.26",606.3346351,"1,647.76","2,588.04","1,987.59",957.4691765
5/29/2016,161.6627247,270.1286112,"1,134.64",606.5481853,"1,649.98","2,591.60","1,990.31",958.7646706
5/28/2016,161.5693451,269.9726662,"1,134.03",606.1991331,"1,650.91","2,593.05","1,991.51",959.3426242
5/27/2016,161.5084177,269.8762852,"1,133.56",606.000659,"1,650.65","2,592.69","1,991.17",959.2077333
5/26/2016,161.3183818,269.5611698,"1,132.26",605.3041284,"1,650.95","2,593.20","1,991.61",959.4344797
5/25/2016,161.1428996,269.2743826,"1,131.08",604.6587012,"1,652.15","2,595.15","1,993.20",960.2016764
5/24/2016,161.3138809,269.5753742,"1,132.30",605.3232526,"1,654.84","2,599.51","1,996.59",961.816417
5/23/2016,161.3957872,269.7195305,"1,132.88",605.6280419,"1,653.51","2,597.49","1,995.04",961.0363576
5/22/2016,161.3790972,269.7044278,"1,132.75",605.6058455,"1,657.23","2,603.46","1,999.61",963.2564678
5/21/2016,161.5497653,269.9929525,"1,133.97",606.2696454,"1,657.30","2,603.61","1,999.76",963.35
5/20/2016,161.3290892,269.6251011,"1,132.50",605.4826468,"1,657.51","2,603.95","2,000.15",963.61
5/19/2016,161.4726739,269.8667343,"1,133.52",606.0295983,"1,658.36","2,605.29","2,001.22",964.13
5/18/2016,161.5932288,270.0637152,"1,134.40",606.4915511,"1,656.81","2,602.82","1,999.37",963.27
5/17/2016,161.6598666,270.1833297,"1,134.85",606.7756415,"1,659.69","2,607.42","2,002.88",964.98
5/16/2016,161.9821418,270.7194497,"1,137.14",607.973331,"1,660.41","2,608.53","2,003.77",965.4
5/15/2016,161.9219059,270.6290186,"1,136.71",607.7594896,"1,662.28","2,611.56","2,006.09",966.5
5/14/2016,162.1741654,271.0507578,"1,138.46",608.7010679,"1,664.22","2,614.62","2,008.40",967.61
5/13/2016,162.182664,271.0582841,"1,138.50",608.7350415,"1,665.33","2,616.28","2,009.65",968.24
5/12/2016,162.3201279,271.2960036,"1,139.49",609.2668403,"1,665.80","2,617.11","2,010.33",968.56
5/11/2016,162.2704191,271.2206253,"1,139.18",609.1033183,"1,667.68","2,620.14","2,012.73",969.73
5/10/2016,162.4559972,271.5378251,"1,140.49",609.8273965,"1,670.66","2,624.89","2,016.38",971.51
5/9/2016,162.1680752,271.0702224,"1,138.48",608.7654586,"1,671.83","2,626.85","2,017.92",972.23
5/8/2016,162.2886012,271.272117,"1,139.36",609.2166633,"1,672.05","2,627.21","2,018.25",972.38
5/7/2016,162.1305056,271.0158923,"1,138.29",608.6341889,"1,671.44","2,626.32","2,017.63",972.07
5/6/2016,161.9530721,270.7278735,"1,137.09",607.9951381,"1,674.55","2,631.29","2,021.52",973.96
5/5/2016,162.0857906,270.95132,"1,138.06",608.5415115,"1,677.62","2,636.13","2,025.32",975.86
5/4/2016,162.2922028,271.3004358,"1,139.53",609.3362976,"1,685.41","2,648.42","2,034.80",980.45
5/3/2016,162.2854891,271.295557,"1,139.46",609.3237696,"1,689.59","2,655.04","2,039.84",982.87
5/2/2016,162.100575,270.9808093,"1,138.15",608.6106261,"1,691.25","2,657.60","2,041.79",983.8
5/1/2016,162.2647049,271.2561093,"1,139.34",609.2317574,"1,692.40","2,659.42","2,043.25",984.51
4/30/2016,162.1351304,271.0477401,"1,138.44",608.7646656,"1,693.18","2,660.72","2,044.28",985.01
4/29/2016,162.3512426,271.4133832,"1,139.97",609.6120768,"1,694.44","2,662.74","2,045.85",985.81
4/28/2016,162.4323571,271.5490164,"1,140.58",609.9331779,"1,697.54","2,667.61","2,049.65",987.67
4/27/2016,162.4144149,271.5234797,"1,140.46",609.8801708,"1,699.97","2,671.47","2,052.64",989.11
4/26/2016,162.4381168,271.5651323,"1,140.67",609.9686683,"1,704.48","2,678.58","2,058.18",991.77
4/25/2016,162.6465093,271.9074618,"1,142.16",610.7219084,"1,703.65","2,677.23","2,057.19",991.27
4/24/2016,162.4934811,271.6542356,"1,141.13",610.1803771,"1,703.20","2,676.54","2,056.73",991.1
4/23/2016,162.4586878,271.6114687,"1,140.85",610.0909689,"1,700.37","2,672.24","2,053.37",989.48
4/22/2016,162.6662325,271.968669,"1,142.33",610.9111421,"1,700.69","2,672.84","2,053.88",989.76
4/21/2016,162.6855872,272.0126281,"1,142.50",611.0277376,"1,701.13","2,673.65","2,054.57",990.12
4/20/2016,162.8606996,272.3088083,"1,143.74",611.6973017,"1,702.71","2,676.17","2,056.52",991.07
4/19/2016,162.9372702,272.4418415,"1,144.29",612.016292,"1,704.15","2,678.49","2,058.31",991.97
4/18/2016,163.0052029,272.5491523,"1,144.80",612.2529726,"1,708.12","2,684.65","2,063.12",994.27
4/17/2016,162.8406502,272.2645539,"1,143.64",611.6116046,"1,707.70","2,683.91","2,062.54",993.99
4/16/2016,163.0368218,272.5970204,"1,145.05",612.3516103,"1,709.68","2,687.06","2,065.00",995.17
4/15/2016,163.2732968,272.9916329,"1,146.75",613.2648239,"1,708.06","2,684.51","2,063.13",994.31
4/14/2016,163.2033464,272.8752002,"1,146.25",612.992095,"1,706.15","2,681.50","2,060.80",993.17
4/13/2016,163.2817306,273.0069976,"1,146.78",613.2902075,"1,707.67","2,683.91","2,062.61",994.04
4/12/2016,163.3359654,273.0985579,"1,147.15",613.4872913,"1,708.36","2,685.01","2,063.44",994.43
4/11/2016,163.2932456,273.0292336,"1,146.91",613.3330628,"1,707.15","2,683.12","2,062.08",993.78
4/10/2016,163.1884562,272.8539093,"1,146.21",612.9349237,"1,707.04","2,682.95","2,062.03",993.74
4/9/2016,163.1498208,272.7988546,"1,145.94",612.8110437,"1,710.43","2,688.37","2,066.19",995.75
4/8/2016,163.0849588,272.7012814,"1,145.49",612.6052172,"1,714.07","2,694.20","2,070.67",997.93
4/7/2016,163.3687814,273.1786618,"1,147.49",613.7254226,"1,716.92","2,698.70","2,074.15",999.69
4/6/2016,163.6017981,273.5883141,"1,149.11",614.6784409,"1,716.19","2,697.75","2,073.40",999.38
4/5/2016,164.0900601,274.4042476,"1,152.55",616.5145607,"1,719.58","2,703.08","2,077.51","1,001.36"
4/4/2016,164.2832563,274.7281958,"1,153.91",617.2512253,"1,722.30","2,707.36","2,080.80","1,002.96"
4/3/2016,164.2089715,274.6054245,"1,153.38",616.9707049,"1,725.22","2,711.96","2,084.33","1,004.66"
4/2/2016,164.3268654,274.7999895,"1,154.21",617.4241347,"1,725.57","2,712.49","2,084.74","1,004.88"
4/1/2016,164.1671788,274.5462103,"1,153.12",616.8583346,"1,726.02","2,713.32","2,085.44","1,005.22"
3/31/2016,164.1723803,274.5578128,"1,153.14",616.9047474,"1,729.90","2,719.46","2,090.12","1,007.52"
3/30/2016,164.2703959,274.7324226,"1,153.89",617.3215852,"1,731.99","2,722.86","2,092.83","1,008.86"
3/29/2016,164.0465278,274.3600609,"1,152.33",616.5098187,"1,732.30","2,723.36","2,093.26","1,009.11"
3/28/2016,164.2496291,274.7054716,"1,153.80",617.2926645,"1,730.38","2,720.40","2,091.05","1,008.05"
3/27/2016,164.2909417,274.7689294,"1,154.14",617.446587,"1,731.48","2,722.06","2,092.43","1,008.74"
3/26/2016,164.3946128,274.9365967,"1,154.94",617.8306331,"1,737.84","2,732.00","2,100.19","1,012.49"
3/25/2016,164.5762139,275.2479308,"1,156.20",618.5331859,"1,741.10","2,737.21","2,104.18","1,014.42"
3/24/2016,164.5864565,275.2792758,"1,156.32",618.6227323,"1,740.00","2,735.63","2,103.05","1,013.90"
3/23/2016,164.9960569,275.9639116,"1,159.22",620.1769462,"1,737.11","2,731.07","2,099.57","1,012.25"
3/22/2016,165.1714715,276.2725482,"1,160.49",620.8649155,"1,740.44","2,736.45","2,103.77","1,014.27"
3/21/2016,165.1170642,276.1794754,"1,160.11",620.6545875,"1,744.40","2,742.66","2,108.56","1,016.58"
3/20/2016,165.1705904,276.2707337,"1,160.55",620.8445054,"1,747.60","2,747.72","2,112.56","1,018.48"
3/19/2016,165.2661674,276.4348951,"1,161.24",621.1967499,"1,750.05","2,751.61","2,115.59","1,019.91"
3/18/2016,165.2651863,276.4365897,"1,161.26",621.2052612,"1,750.76","2,752.75","2,116.51","1,020.37"
3/17/2016,165.5906577,276.9768604,"1,163.57",622.4153458,"1,755.02","2,759.42","2,121.69","1,022.85"
3/16/2016,165.8310009,277.3903628,"1,165.31",623.3560851,"1,756.60","2,762.02","2,123.78","1,023.88"
3/15/2016,166.0394784,277.7438517,"1,166.81",624.1632345,"1,760.51","2,768.21","2,128.61","1,026.23"
3/14/2016,166.2627382,278.1141695,"1,168.39",625.0155803,"1,757.67","2,763.70","2,125.15","1,024.60"
